InstanceSizeFlexibilityGroup,ArmSkuName,Ratio
FabCap_CuHour_DE West Central,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_DE West Central,Data Activator,1
FabCap_CuHour_DE West Central,Available,1
FabCap_CuHour_DE West Central,OneLake Write Operations via API,1
FabCap_CuHour_DE West Central,OneLake Iterative Write Operations,1
FabCap_CuHour_DE West Central,eventstream,1
FabCap_CuHour_DE West Central,eventstreams Processor,1
FabCap_CuHour_DE West Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_DE West Central,eventstream Data Traffic per GB,1
FabCap_CuHour_DE West Central,OneLake Write Operations,1
FabCap_CuHour_DE West Central,OneLake Iterative Read Operations,1
FabCap_CuHour_DE West Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_DE West Central,OneLake Read Operations,1
FabCap_CuHour_DE West Central,OneLake Read Operations via API,1
FabCap_CuHour_DE West Central,AI and Machine Learning,1
FabCap_CuHour_DE West Central,Dataflows Standard Comp,1
FabCap_CuHour_EU North,Data Activator,1
FabCap_CuHour_EU North,OneLake Write Operations via API,1
FabCap_CuHour_EU North,OneLake Iterative Write Operations,1
FabCap_CuHour_EU North,OneLake Write Operations,1
FabCap_CuHour_EU North,OneLake Iterative Read Operations via API,1
FabCap_CuHour_EU North,OneLake Read Operations via API,1
FabCap_CuHour_EU North,OneLake Read Operations,1
FabCap_CuHour_EU North,AI and Machine Learning,1
FabCap_CuHour_EU North,Dataflows Standard Comp,1
FabCap_CuHour_EU North,OneLake Iterative Read Operations,1
FabCap_CuHour_EU North,Data Movement,1
FabCap_CuHour_EU North,Power BI,1
FabCap_CuHour_EU North,High Scale DF Comp,1
FabCap_CuHour_EU North,KQL Database,1
FabCap_CuHour_EU North,Data Orchestration,1
FabCap_CuHour_EU North,Data Warehouse,1
FabCap_CuHour_EU North,OneLake Iterative Write Operations via API,1
FabCap_CuHour_EU North,eventstream Data Traffic per GB,1
FabCap_CuHour_EU North,eventstream,1
FabCap_CuHour_EU North,eventstreams Processor,1
FabCap_CuHour_EU North,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_EU North,Spark Mem Op,1
FabCap_CuHour_EU North,OneLake Other Operations,1
FabCap_CuHour_EU North,Available,1
FabCap_CuHour_EU West,Dataflows Standard Comp,1
FabCap_CuHour_EU West,Available,1
FabCap_CuHour_EU West,OneLake Other Operations,1
FabCap_CuHour_EU West,High Scale DF Comp,1
FabCap_CuHour_EU West,Data Warehouse,1
FabCap_CuHour_EU West,OneLake Iterative Read Operations,1
FabCap_CuHour_EU West,AI and Machine Learning,1
FabCap_CuHour_EU West,Data Activator,1
FabCap_CuHour_EU West,eventstream,1
FabCap_CuHour_EU West,OneLake Write Operations,1
FabCap_CuHour_EU West,OneLake Iterative Write Operations,1
FabCap_CuHour_EU West,Data Orchestration,1
FabCap_CuHour_EU West,KQL Database,1
FabCap_CuHour_EU West,Power BI,1
FabCap_CuHour_EU West,OneLake Write Operations via API,1
FabCap_CuHour_EU West,eventstream Data Traffic per GB,1
FabCap_CuHour_EU West,OneLake Iterative Read Operations via API,1
FabCap_CuHour_EU West,OneLake Read Operations via API,1
FabCap_CuHour_EU West,OneLake Read Operations,1
FabCap_CuHour_EU West,Data Movement,1
FabCap_CuHour_EU West,OneLake Iterative Write Operations via API,1
FabCap_CuHour_EU West,eventstreams Processor,1
FabCap_CuHour_EU West,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_EU West,Spark Mem Op,1
FabCap_CuHour_East US 2 EUAP,OneLake Write Operations,1
FabCap_CuHour_East US 2 EUAP,eventstream Data Traffic per GB,1
FabCap_CuHour_East US 2 EUAP,OneLake Iterative Write Operations,1
FabCap_CuHour_East US 2 EUAP,OneLake Write Operations via API,1
FabCap_CuHour_East US 2 EUAP,OneLake Iterative Read Operations,1
FabCap_CuHour_East US 2 EUAP,OneLake Read Operations,1
FabCap_CuHour_East US 2 EUAP,Dataflows Standard Comp,1
FabCap_CuHour_East US 2 EUAP,AI and Machine Learning,1
FabCap_CuHour_East US 2 EUAP,Power BI,1
FabCap_CuHour_East US 2 EUAP,OneLake Read Operations via API,1
FabCap_CuHour_East US 2 EUAP,Data Movement,1
FabCap_CuHour_East US 2 EUAP,KQL Database,1
FabCap_CuHour_East US 2 EUAP,Data Activator,1
FabCap_CuHour_East US 2 EUAP,Available,1
FabCap_CuHour_East US 2 EUAP,High Scale DF Comp,1
FabCap_CuHour_East US 2 EUAP,Data Orchestration,1
FabCap_CuHour_East US 2 EUAP,Data Warehouse,1
FabCap_CuHour_East US 2 EUAP,OneLake Other Operations,1
FabCap_CuHour_East US 2 EUAP,eventstreams Processor,1
FabCap_CuHour_East US 2 EUAP,eventstream,1
FabCap_CuHour_East US 2 EUAP,OneLake Iterative Write Operations via API,1
FabCap_CuHour_East US 2 EUAP,OneLake Iterative Read Operations via API,1
FabCap_CuHour_East US 2 EUAP,Spark Mem Op,1
FabCap_CuHour_East US SLV,eventstream,1
FabCap_CuHour_East US SLV,eventstreams Processor,1
FabCap_CuHour_East US SLV,OneLake Write Operations via API,1
FabCap_CuHour_East US SLV,OneLake Iterative Write Operations,1
FabCap_CuHour_East US SLV,OneLake Iterative Read Operations via API,1
FabCap_CuHour_East US SLV,OneLake Read Operations via API,1
FabCap_CuHour_East US SLV,OneLake Read Operations,1
FabCap_CuHour_East US SLV,OneLake Iterative Read Operations,1
FabCap_CuHour_East US SLV,Dataflows Standard Comp,1
FabCap_CuHour_East US SLV,High Scale DF Comp,1
FabCap_CuHour_East US SLV,Spark Mem Op,1
FabCap_CuHour_East US SLV,Data Movement,1
FabCap_CuHour_East US SLV,Power BI,1
FabCap_CuHour_East US SLV,OneLake Other Operations,1
FabCap_CuHour_East US SLV,Available,1
FabCap_CuHour_East US SLV,KQL Database,1
FabCap_CuHour_East US SLV,Data Orchestration,1
FabCap_CuHour_East US SLV,Data Warehouse,1
FabCap_CuHour_East US SLV,OneLake Write Operations,1
FabCap_CuHour_East US SLV,eventstream Data Traffic per GB,1
FabCap_CuHour_East US SLV,Data Activator,1
FabCap_CuHour_East US SLV,AI and Machine Learning,1
FabCap_CuHour_East US SLV,OneLake Iterative Write Operations via API,1
FabCap_CuHour_FR Central,Spark Mem Op,1
FabCap_CuHour_FR Central,Available,1
FabCap_CuHour_FR Central,KQL Database,1
FabCap_CuHour_FR Central,OneLake Iterative Write Operations,1
FabCap_CuHour_FR Central,OneLake Write Operations via API,1
FabCap_CuHour_FR Central,eventstream Data Traffic per GB,1
FabCap_CuHour_FR Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_FR Central,eventstream,1
FabCap_CuHour_FR Central,eventstreams Processor,1
FabCap_CuHour_FR Central,Data Activator,1
FabCap_CuHour_FR Central,OneLake Iterative Read Operations,1
FabCap_CuHour_FR Central,OneLake Write Operations,1
FabCap_CuHour_FR Central,OneLake Read Operations via API,1
FabCap_CuHour_FR Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_FR Central,OneLake Read Operations,1
FabCap_CuHour_FR Central,AI and Machine Learning,1
FabCap_CuHour_FR Central,Dataflows Standard Comp,1
FabCap_CuHour_FR Central,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_FR Central,Power BI,1
FabCap_CuHour_FR Central,Data Orchestration,1
FabCap_CuHour_FR Central,Data Warehouse,1
FabCap_CuHour_FR Central,Data Movement,1
FabCap_CuHour_FR Central,High Scale DF Comp,1
FabCap_CuHour_FR Central,OneLake Other Operations,1
FabCap_CuHour_FR South,Data Warehouse,1
FabCap_CuHour_FR South,High Scale DF Comp,1
FabCap_CuHour_FR South,KQL Database,1
FabCap_CuHour_FR South,Power BI,1
FabCap_CuHour_FR South,Spark Mem Op,1
FabCap_CuHour_FR South,Available,1
FabCap_CuHour_FR South,Data Orchestration,1
FabCap_CuHour_FR South,Data Movement,1
FabCap_CuHour_FR South,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_FR South,AI and Machine Learning,1
FabCap_CuHour_FR South,OneLake Read Operations,1
FabCap_CuHour_FR South,OneLake Iterative Read Operations,1
FabCap_CuHour_FR South,OneLake Iterative Read Operations via API,1
FabCap_CuHour_FR South,eventstream Data Traffic per GB,1
FabCap_CuHour_FR South,OneLake Read Operations via API,1
FabCap_CuHour_FR South,Data Activator,1
FabCap_CuHour_FR South,OneLake Write Operations via API,1
FabCap_CuHour_FR South,OneLake Other Operations,1
FabCap_CuHour_FR South,OneLake Write Operations,1
FabCap_CuHour_FR South,eventstream,1
FabCap_CuHour_FR South,eventstreams Processor,1
FabCap_CuHour_FR South,OneLake Iterative Write Operations via API,1
FabCap_CuHour_FR South,OneLake Iterative Write Operations,1
FabCap_CuHour_FR South,Dataflows Standard Comp,1
FabCap_CuHour_IL Central,OneLake Iterative Write Operations,1
FabCap_CuHour_IL Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_IL Central,eventstream Data Traffic per GB,1
FabCap_CuHour_IL Central,eventstream,1
FabCap_CuHour_IL Central,eventstreams Processor,1
FabCap_CuHour_IL Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_IL Central,Data Activator,1
FabCap_CuHour_IL Central,OneLake Read Operations,1
FabCap_CuHour_IL Central,OneLake Read Operations via API,1
FabCap_CuHour_IL Central,OneLake Write Operations,1
FabCap_CuHour_IL Central,OneLake Iterative Read Operations,1
FabCap_CuHour_IL Central,Dataflows Standard Comp,1
FabCap_CuHour_IL Central,AI and Machine Learning,1
FabCap_CuHour_IL Central,OneLake Write Operations via API,1
FabCap_CuHour_IN Central,OneLake Write Operations via API,1
FabCap_CuHour_IN Central,Data Activator,1
FabCap_CuHour_IN Central,eventstream Data Traffic per GB,1
FabCap_CuHour_IN Central,OneLake Iterative Read Operations,1
FabCap_CuHour_IN Central,OneLake Read Operations via API,1
FabCap_CuHour_IN Central,OneLake Read Operations,1
FabCap_CuHour_IN Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_IN Central,OneLake Write Operations,1
FabCap_CuHour_IN Central,Data Orchestration,1
FabCap_CuHour_IN Central,OneLake Iterative Write Operations,1
FabCap_CuHour_IN Central,KQL Database,1
FabCap_CuHour_IN Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_IN Central,eventstreams Processor,1
FabCap_CuHour_IN Central,Dataflows Standard Comp,1
FabCap_CuHour_IN Central,AI and Machine Learning,1
FabCap_CuHour_IN Central,eventstream,1
FabCap_CuHour_IN Central,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_IN Central,Spark Mem Op,1
FabCap_CuHour_IN Central,Data Warehouse,1
FabCap_CuHour_IN Central,Data Movement,1
FabCap_CuHour_IN Central,Available,1
FabCap_CuHour_IN Central,OneLake Other Operations,1
FabCap_CuHour_IN Central,Power BI,1
FabCap_CuHour_IN Central,High Scale DF Comp,1
FabCap_CuHour_IN Central Jio,OneLake Iterative Write Operations via API,1
FabCap_CuHour_IN Central Jio,Available,1
FabCap_CuHour_IN Central Jio,Data Orchestration,1
FabCap_CuHour_IN Central Jio,Power BI,1
FabCap_CuHour_IN Central Jio,High Scale DF Comp,1
FabCap_CuHour_IN Central Jio,Data Activator,1
FabCap_CuHour_IN Central Jio,OneLake Write Operations via API,1
FabCap_CuHour_IN Central Jio,eventstream,1
FabCap_CuHour_IN Central Jio,eventstreams Processor,1
FabCap_CuHour_IN Central Jio,KQL Database,1
FabCap_CuHour_IN Central Jio,OneLake Other Operations,1
FabCap_CuHour_IN Central Jio,OneLake Iterative Write Operations,1
FabCap_CuHour_IN Central Jio,Data Warehouse,1
FabCap_CuHour_IN Central Jio,Spark Mem Op,1
FabCap_CuHour_IN Central Jio,Data Movement,1
FabCap_CuHour_IN Central Jio,OneLake Write Operations,1
FabCap_CuHour_IN Central Jio,AI and Machine Learning,1
FabCap_CuHour_IN Central Jio,Dataflows Standard Comp,1
FabCap_CuHour_IN Central Jio,OneLake Read Operations,1
FabCap_CuHour_IN Central Jio,OneLake Iterative Read Operations,1
FabCap_CuHour_IN Central Jio,OneLake Read Operations via API,1
FabCap_CuHour_IN Central Jio,OneLake Iterative Read Operations via API,1
FabCap_CuHour_IN Central Jio,eventstream Data Traffic per GB,1
FabCap_CuHour_IN South,Power BI,1
FabCap_CuHour_IN South,Dataflows Standard Comp,1
FabCap_CuHour_IN South,AI and Machine Learning,1
FabCap_CuHour_IN South,OneLake Read Operations via API,1
FabCap_CuHour_IN South,OneLake Iterative Write Operations via API,1
FabCap_CuHour_IN South,OneLake Write Operations,1
FabCap_CuHour_IN South,eventstream,1
FabCap_CuHour_IN South,eventstreams Processor,1
FabCap_CuHour_IN South,Data Movement,1
FabCap_CuHour_IN South,KQL Database,1
FabCap_CuHour_IN South,OneLake Read Operations,1
FabCap_CuHour_IN South,Data Warehouse,1
FabCap_CuHour_IN South,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_IN South,Spark Mem Op,1
FabCap_CuHour_IN South,OneLake Iterative Write Operations,1
FabCap_CuHour_IN South,OneLake Iterative Read Operations via API,1
FabCap_CuHour_IN South,Data Activator,1
FabCap_CuHour_IN South,eventstream Data Traffic per GB,1
FabCap_CuHour_IN South,Data Orchestration,1
FabCap_CuHour_IN South,OneLake Write Operations via API,1
FabCap_CuHour_IN South,Available,1
FabCap_CuHour_IN South,High Scale DF Comp,1
FabCap_CuHour_IN South,OneLake Iterative Read Operations,1
FabCap_CuHour_IN South,OneLake Other Operations,1
FabCap_CuHour_IN West,Data Warehouse,1
FabCap_CuHour_IN West,High Scale DF Comp,1
FabCap_CuHour_IN West,Spark Mem Op,1
FabCap_CuHour_IN West,OneLake Write Operations,1
FabCap_CuHour_IN West,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_IN West,AI and Machine Learning,1
FabCap_CuHour_IN West,Dataflows Standard Comp,1
FabCap_CuHour_IN West,eventstream,1
FabCap_CuHour_IN West,OneLake Iterative Write Operations via API,1
FabCap_CuHour_IN West,eventstream Data Traffic per GB,1
FabCap_CuHour_IN West,OneLake Write Operations via API,1
FabCap_CuHour_IN West,eventstreams Processor,1
FabCap_CuHour_IN West,OneLake Iterative Write Operations,1
FabCap_CuHour_IN West,Data Activator,1
FabCap_CuHour_IN West,OneLake Read Operations,1
FabCap_CuHour_IN West,OneLake Iterative Read Operations via API,1
FabCap_CuHour_IN West,OneLake Read Operations via API,1
FabCap_CuHour_IN West,OneLake Iterative Read Operations,1
FabCap_CuHour_IN West,Data Movement,1
FabCap_CuHour_IN West,KQL Database,1
FabCap_CuHour_IN West,Available,1
FabCap_CuHour_IN West,OneLake Other Operations,1
FabCap_CuHour_IN West,Power BI,1
FabCap_CuHour_IN West,Data Orchestration,1
FabCap_CuHour_IN West Jio,Data Movement,1
FabCap_CuHour_IN West Jio,Data Orchestration,1
FabCap_CuHour_IN West Jio,Spark Mem Op,1
FabCap_CuHour_IN West Jio,OneLake Other Operations,1
FabCap_CuHour_IN West Jio,Available,1
FabCap_CuHour_IN West Jio,AI and Machine Learning,1
FabCap_CuHour_IN West Jio,Dataflows Standard Comp,1
FabCap_CuHour_IN West Jio,OneLake Iterative Read Operations,1
FabCap_CuHour_IN West Jio,Data Activator,1
FabCap_CuHour_IN West Jio,Data Warehouse,1
FabCap_CuHour_IN West Jio,Power BI,1
FabCap_CuHour_IN West Jio,KQL Database,1
FabCap_CuHour_IN West Jio,High Scale DF Comp,1
FabCap_CuHour_IN West Jio,OneLake Iterative Write Operations via API,1
FabCap_CuHour_IN West Jio,eventstream,1
FabCap_CuHour_IN West Jio,eventstream Data Traffic per GB,1
FabCap_CuHour_IN West Jio,OneLake Write Operations via API,1
FabCap_CuHour_IN West Jio,eventstreams Processor,1
FabCap_CuHour_IN West Jio,OneLake Write Operations,1
FabCap_CuHour_IN West Jio,OneLake Iterative Write Operations,1
FabCap_CuHour_IN West Jio,OneLake Iterative Read Operations via API,1
FabCap_CuHour_IN West Jio,OneLake Read Operations via API,1
FabCap_CuHour_IN West Jio,OneLake Read Operations,1
FabCap_CuHour_JA East,Data Movement,1
FabCap_CuHour_JA East,Spark Mem Op,1
FabCap_CuHour_JA East,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_JA East,AI and Machine Learning,1
FabCap_CuHour_JA East,Dataflows Standard Comp,1
FabCap_CuHour_JA East,OneLake Write Operations via API,1
FabCap_CuHour_JA East,OneLake Read Operations,1
FabCap_CuHour_JA East,OneLake Iterative Read Operations,1
FabCap_CuHour_JA East,OneLake Read Operations via API,1
FabCap_CuHour_JA East,OneLake Write Operations,1
FabCap_CuHour_JA East,Data Activator,1
FabCap_CuHour_JA East,OneLake Iterative Write Operations,1
FabCap_CuHour_JA East,Available,1
FabCap_CuHour_JA East,eventstreams Processor,1
FabCap_CuHour_JA East,eventstream,1
FabCap_CuHour_JA East,KQL Database,1
FabCap_CuHour_JA East,OneLake Iterative Write Operations via API,1
FabCap_CuHour_JA East,eventstream Data Traffic per GB,1
FabCap_CuHour_JA East,OneLake Iterative Read Operations via API,1
FabCap_CuHour_JA East,OneLake Other Operations,1
FabCap_CuHour_JA East,Power BI,1
FabCap_CuHour_JA East,Data Orchestration,1
FabCap_CuHour_JA East,Data Warehouse,1
FabCap_CuHour_JA East,High Scale DF Comp,1
FabCap_CuHour_JA West,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_JA West,Data Orchestration,1
FabCap_CuHour_JA West,KQL Database,1
FabCap_CuHour_JA West,Data Movement,1
FabCap_CuHour_JA West,OneLake Other Operations,1
FabCap_CuHour_JA West,eventstream,1
FabCap_CuHour_JA West,eventstreams Processor,1
FabCap_CuHour_JA West,Data Activator,1
FabCap_CuHour_JA West,OneLake Iterative Write Operations via API,1
FabCap_CuHour_JA West,AI and Machine Learning,1
FabCap_CuHour_JA West,eventstream Data Traffic per GB,1
FabCap_CuHour_JA West,Dataflows Standard Comp,1
FabCap_CuHour_JA West,OneLake Iterative Write Operations,1
FabCap_CuHour_JA West,OneLake Write Operations via API,1
FabCap_CuHour_JA West,OneLake Read Operations via API,1
FabCap_CuHour_JA West,Available,1
FabCap_CuHour_JA West,OneLake Write Operations,1
FabCap_CuHour_JA West,OneLake Read Operations,1
FabCap_CuHour_JA West,OneLake Iterative Read Operations via API,1
FabCap_CuHour_JA West,OneLake Iterative Read Operations,1
FabCap_CuHour_JA West,Spark Mem Op,1
FabCap_CuHour_JA West,Data Warehouse,1
FabCap_CuHour_JA West,High Scale DF Comp,1
FabCap_CuHour_JA West,Power BI,1
FabCap_CuHour_KR Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_KR Central,eventstream Data Traffic per GB,1
FabCap_CuHour_KR Central,Spark Mem Op,1
FabCap_CuHour_KR Central,Data Warehouse,1
FabCap_CuHour_KR Central,Data Movement,1
FabCap_CuHour_KR Central,Data Orchestration,1
FabCap_CuHour_KR Central,High Scale DF Comp,1
FabCap_CuHour_KR Central,KQL Database,1
FabCap_CuHour_KR Central,Power BI,1
FabCap_CuHour_KR Central,OneLake Other Operations,1
FabCap_CuHour_KR Central,Available,1
FabCap_CuHour_KR Central,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_KR Central,Data Activator,1
FabCap_CuHour_KR Central,Dataflows Standard Comp,1
FabCap_CuHour_KR Central,AI and Machine Learning,1
FabCap_CuHour_KR Central,OneLake Iterative Read Operations,1
FabCap_CuHour_KR Central,OneLake Read Operations,1
FabCap_CuHour_KR Central,OneLake Read Operations via API,1
FabCap_CuHour_KR Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_KR Central,OneLake Write Operations,1
FabCap_CuHour_KR Central,OneLake Iterative Write Operations,1
FabCap_CuHour_KR Central,OneLake Write Operations via API,1
FabCap_CuHour_KR Central,eventstreams Processor,1
FabCap_CuHour_KR Central,eventstream,1
FabCap_CuHour_KR South,Available,1
FabCap_CuHour_KR South,OneLake Other Operations,1
FabCap_CuHour_KR South,KQL Database,1
FabCap_CuHour_KR South,OneLake Read Operations via API,1
FabCap_CuHour_KR South,OneLake Iterative Write Operations via API,1
FabCap_CuHour_KR South,eventstreams Processor,1
FabCap_CuHour_KR South,High Scale DF Comp,1
FabCap_CuHour_KR South,Data Movement,1
FabCap_CuHour_KR South,Spark Mem Op,1
FabCap_CuHour_KR South,Power BI,1
FabCap_CuHour_KR South,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_KR South,Data Warehouse,1
FabCap_CuHour_KR South,Data Activator,1
FabCap_CuHour_KR South,eventstream Data Traffic per GB,1
FabCap_CuHour_KR South,OneLake Write Operations,1
FabCap_CuHour_KR South,OneLake Write Operations via API,1
FabCap_CuHour_KR South,OneLake Iterative Write Operations,1
FabCap_CuHour_KR South,OneLake Iterative Read Operations via API,1
FabCap_CuHour_KR South,Data Orchestration,1
FabCap_CuHour_KR South,OneLake Read Operations,1
FabCap_CuHour_KR South,OneLake Iterative Read Operations,1
FabCap_CuHour_KR South,AI and Machine Learning,1
FabCap_CuHour_KR South,Dataflows Standard Comp,1
FabCap_CuHour_KR South,eventstream,1
FabCap_CuHour_NO East,Available,1
FabCap_CuHour_NO East,KQL Database,1
FabCap_CuHour_NO East,Data Orchestration,1
FabCap_CuHour_NO East,Data Warehouse,1
FabCap_CuHour_NO East,Data Movement,1
FabCap_CuHour_NO East,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_NO East,Dataflows Standard Comp,1
FabCap_CuHour_NO East,AI and Machine Learning,1
FabCap_CuHour_NO East,OneLake Iterative Write Operations via API,1
FabCap_CuHour_NO East,OneLake Iterative Write Operations,1
FabCap_CuHour_NO East,OneLake Read Operations,1
FabCap_CuHour_NO East,Data Activator,1
FabCap_CuHour_NO East,OneLake Iterative Read Operations via API,1
FabCap_CuHour_NO East,eventstreams Processor,1
FabCap_CuHour_NO East,OneLake Read Operations via API,1
FabCap_CuHour_NO East,eventstream,1
FabCap_CuHour_NO East,OneLake Write Operations via API,1
FabCap_CuHour_NO East,eventstream Data Traffic per GB,1
FabCap_CuHour_NO East,OneLake Write Operations,1
FabCap_CuHour_NO East,OneLake Iterative Read Operations,1
FabCap_CuHour_NO East,Spark Mem Op,1
FabCap_CuHour_NO East,High Scale DF Comp,1
FabCap_CuHour_NO East,Power BI,1
FabCap_CuHour_NO East,OneLake Other Operations,1
FabCap_CuHour_NO West,OneLake Write Operations via API,1
FabCap_CuHour_NO West,eventstreams Processor,1
FabCap_CuHour_NO West,OneLake Iterative Read Operations via API,1
FabCap_CuHour_NO West,eventstream Data Traffic per GB,1
FabCap_CuHour_NO West,Dataflows Standard Comp,1
FabCap_CuHour_NO West,AI and Machine Learning,1
FabCap_CuHour_NO West,OneLake Iterative Read Operations,1
FabCap_CuHour_NO West,OneLake Write Operations,1
FabCap_CuHour_NO West,OneLake Iterative Write Operations,1
FabCap_CuHour_NO West,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_NO West,Data Warehouse,1
FabCap_CuHour_NO West,Data Movement,1
FabCap_CuHour_NO West,Data Orchestration,1
FabCap_CuHour_NO West,KQL Database,1
FabCap_CuHour_NO West,High Scale DF Comp,1
FabCap_CuHour_NO West,OneLake Other Operations,1
FabCap_CuHour_NO West,Power BI,1
FabCap_CuHour_NO West,OneLake Read Operations via API,1
FabCap_CuHour_NO West,Available,1
FabCap_CuHour_NO West,Spark Mem Op,1
FabCap_CuHour_NO West,OneLake Read Operations,1
FabCap_CuHour_NO West,eventstream,1
FabCap_CuHour_NO West,OneLake Iterative Write Operations via API,1
FabCap_CuHour_NO West,Data Activator,1
FabCap_CuHour_PL Central,eventstream,1
FabCap_CuHour_PL Central,eventstreams Processor,1
FabCap_CuHour_PL Central,Data Activator,1
FabCap_CuHour_PL Central,OneLake Other Operations,1
FabCap_CuHour_PL Central,Data Movement,1
FabCap_CuHour_PL Central,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_PL Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_PL Central,eventstream Data Traffic per GB,1
FabCap_CuHour_PL Central,OneLake Write Operations,1
FabCap_CuHour_PL Central,OneLake Read Operations,1
FabCap_CuHour_PL Central,OneLake Write Operations via API,1
FabCap_CuHour_PL Central,OneLake Iterative Write Operations,1
FabCap_CuHour_PL Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_PL Central,OneLake Iterative Read Operations,1
FabCap_CuHour_PL Central,Dataflows Standard Comp,1
FabCap_CuHour_PL Central,AI and Machine Learning,1
FabCap_CuHour_PL Central,Power BI,1
FabCap_CuHour_PL Central,Available,1
FabCap_CuHour_PL Central,Spark Mem Op,1
FabCap_CuHour_PL Central,High Scale DF Comp,1
FabCap_CuHour_PL Central,Data Orchestration,1
FabCap_CuHour_PL Central,KQL Database,1
FabCap_CuHour_PL Central,Data Warehouse,1
FabCap_CuHour_PL Central,OneLake Read Operations via API,1
FabCap_CuHour_QA Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_QA Central,Data Activator,1
FabCap_CuHour_QA Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_QA Central,eventstream,1
FabCap_CuHour_QA Central,eventstreams Processor,1
FabCap_CuHour_QA Central,eventstream Data Traffic per GB,1
FabCap_CuHour_QA Central,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_QA Central,OneLake Read Operations via API,1
FabCap_CuHour_QA Central,OneLake Write Operations via API,1
FabCap_CuHour_QA Central,OneLake Iterative Write Operations,1
FabCap_CuHour_QA Central,OneLake Iterative Read Operations,1
FabCap_CuHour_QA Central,OneLake Read Operations,1
FabCap_CuHour_QA Central,Dataflows Standard Comp,1
FabCap_CuHour_QA Central,Spark Mem Op,1
FabCap_CuHour_QA Central,High Scale DF Comp,1
FabCap_CuHour_QA Central,KQL Database,1
FabCap_CuHour_QA Central,Power BI,1
FabCap_CuHour_QA Central,OneLake Other Operations,1
FabCap_CuHour_QA Central,Available,1
FabCap_CuHour_QA Central,Data Orchestration,1
FabCap_CuHour_QA Central,Data Movement,1
FabCap_CuHour_QA Central,Data Warehouse,1
FabCap_CuHour_QA Central,AI and Machine Learning,1
FabCap_CuHour_QA Central,OneLake Write Operations,1
FabCap_CuHour_SE Central,High Scale DF Comp,1
FabCap_CuHour_SE Central,Power BI,1
FabCap_CuHour_SE Central,Available,1
FabCap_CuHour_SE Central,KQL Database,1
FabCap_CuHour_SE Central,OneLake Other Operations,1
FabCap_CuHour_SE Central,Data Movement,1
FabCap_CuHour_SE Central,Spark Mem Op,1
FabCap_CuHour_SE Central,Dataflows Standard Comp,1
FabCap_CuHour_SE Central,eventstreams Processor,1
FabCap_CuHour_SE Central,Data Warehouse,1
FabCap_CuHour_SE Central,Data Orchestration,1
FabCap_CuHour_SE Central,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_SE Central,OneLake Iterative Read Operations via API,1
FabCap_CuHour_SE Central,OneLake Read Operations via API,1
FabCap_CuHour_SE Central,OneLake Iterative Write Operations,1
FabCap_CuHour_SE Central,Data Activator,1
FabCap_CuHour_SE Central,OneLake Read Operations,1
FabCap_CuHour_SE Central,OneLake Write Operations,1
FabCap_CuHour_SE Central,eventstream Data Traffic per GB,1
FabCap_CuHour_SE Central,eventstream,1
FabCap_CuHour_SE Central,OneLake Iterative Write Operations via API,1
FabCap_CuHour_SE Central,OneLake Iterative Read Operations,1
FabCap_CuHour_SE Central,AI and Machine Learning,1
FabCap_CuHour_SE Central,OneLake Write Operations via API,1
FabCap_CuHour_SE South,High Scale DF Comp,1
FabCap_CuHour_SE South,Available,1
FabCap_CuHour_SE South,OneLake Other Operations,1
FabCap_CuHour_SE South,Power BI,1
FabCap_CuHour_SE South,KQL Database,1
FabCap_CuHour_SE South,Data Orchestration,1
FabCap_CuHour_SE South,Fabric_Capacity_CU_Hour,1
FabCap_CuHour_SE South,OneLake Read Operations,1
FabCap_CuHour_SE South,OneLake Iterative Read Operations,1
