InstanceSizeFlexibilityGroup,ArmSkuName,Ratio
MdSv2 Series Memory Disk,Standard_M64dms_v2,1
Mdsv2 Series Dedicated Host,Mdsv2MedMem_Type1,1
Mdsv2 Series HM Dedicated Host,Mdsmv2MedMem _Type1,1
Msv2 XS Large Series,Standard_M832ixs_v2,1
Msv2 XS Large Series,Standard_M832ixs,1
NC Series,Standard_NC6,1
NC Series,Standard_NC12,2
NC Series,Standard_NC24,4
NC Series Low Latency,Standard_NC24r,1
NCSv2 Series,Standard_NC6s_v2,1
NCSv2 Series,Standard_NC12s_v2,2
NCSv2 Series,Standard_NC24s_v2,4
NCSv2 Series Low Latency,Standard_NC24rs_v2,1
NCSv3 Series,Standard_NC6s_v3,1
NCSv3 Series,Standard_NC12s_v3,2
NCSv3 Series,Standard_NC24s_v3,4
NCSv3 Series Low Latency,Standard_NC24rs_v3,1
NCads A100 v4 Series Linux,Standard_NC24ads_A100_v4,1
NCads A100 v4 Series Linux,Standard_NC48ads_A100_v4,2
NCads A100 v4 Series Linux,Standard_NC96ads_A100_v4,4
NCas T4 v3 Series,Standard_NC4as_T4_v3,1
NCas T4 v3 Series,Standard_NC8as_T4_v3,2
NCas T4 v3 Series,Standard_NC16as_T4_v3,4
NCas T4 v3 Series,Standard_NC64as_T4_v3,16
NCasA10_v4 Linux,Standard_NC8ads_A10_v4,1
NCasA10_v4 Linux,Standard_NC16ads_A10_v4,2
NCasA10_v4 Linux,Standard_NC32ads_A10_v4,4
NDS Series,Standard_ND6s,1
NDS Series,Standard_ND12s,2
NDS Series,Standard_ND24s,4
NDS Series Low Latency,Standard_ND24rs,1
NDamsr A100 v4 Series Linux,Standard_ND96ams_A100_v4,1
NDamsr A100 v4 Series Linux,Standard_ND96amsr_A100_v4,1
NDasr A100 v4 Series,Standard_ND96asr_v4,1
NDasr A100 v4 Series,Standard_ND96asr_A100_v4,1
NDrSv2 Series Low Latency,Standard_ND40rs_v2,1
NP Series,Standard_NP10s,1
NP Series,Standard_NP20s,2
NP Series,Standard_NP40s,4
NV Series,Standard_NV6,1
NV Series,Standard_NV12,2
NV Series,Standard_NV24,4
NVSv3 Series,Standard_NV12s_v3,1
NVSv3 Series,Standard_NV24s_v3,2
NVSv3 Series,Standard_NV48s_v3,4
NVSv3 Series Dedicated Host,NVsv3_Type1,1
NVSv3 Series High Memory,Standard_NV24ms_v3,1
NVSv3 Series High Memory,Standard_NV32ms_v3,1.333333333
NVadsA10_v5 Linux,Standard_NV6ads_A10_v5,1
NVadsA10_v5 Linux,Standard_NV12ads_A10_v5,2
NVadsA10_v5 Linux,Standard_NV18ads_A10_v5,3
NVadsA10_v5 Linux,Standard_NV36adms_A10_v5,6
NVadsA10_v5 Linux,Standard_NV36ads_A10_v5,6
NVadsA10_v5 Linux,Standard_NV72ads_A10_v5,12
NVasv4 Series,Standard_NV4as_v4,1
NVasv4 Series,Standard_NV8as_v4,2
NVasv4 Series,Standard_NV16as_v4,4
NVasv4 Series,Standard_NV32as_v4,8
NVasv4 Series Dedicated Host,NVasv4_Type1,1
Red Hat Enterprise Linux,RHEL_1-4_vCPU,1
Red Hat Enterprise Linux,RHEL_5plus_vCPU,2.166666667
Red Hat Enterprise Linux for SAP with HA,RHEL_SAP_HA_1-4_vCPU,1
Red Hat Enterprise Linux for SAP with HA,RHEL_SAP_HA_5plus_vCPU,2.333333333
Red Hat Enterprise Linux with HA,RHEL_HA_1-4_vCPU,1
Red Hat Enterprise Linux with HA,RHEL_HA_5plus_vCPU,2
SQL AHUB,52 vCPU VM,1
SQL AHUB,104 vCPU VM,2
SQL on IaaS,Standard_SQLG7_AMD_IaaS,1
SQLG7,SQLG7_NP104s,1
SQLG7,SQLG7_IaaS,1.25
SQLG7,Standard_SQLG7_NVME,1.625
SQLG7,Standard_SQLG7_AMD_NVME,2
SUSE Linux Enterprise Server Priority,SLES_Priority_1_vCPU_VM,1
SUSE Linux Enterprise Server Priority,SLES_Priority_2-4_vCPU_VM,2
SUSE Linux Enterprise Server Priority,SLES_Priority_6_vCPU_VM,3
SUSE Linux Enterprise Server Priority,SLES_Priority_8plus_vCPU_VM,3.2
SUSE Linux Enterprise Server Standard,SLES_Standard_1-2_vCPU_VM,1
SUSE Linux Enterprise Server Standard,SLES_Standard_3-4_vCPU_VM,1.92308
SUSE Linux Enterprise Server Standard,SLES_Standard_5plus_vCPU_VM,2.30769
SUSE Linux Enterprise Server for HPC Priority,SLES_HPC_Priority_1-2_vCPU_VM,1
SUSE Linux Enterprise Server for HPC Priority,SLES_HPC_Priority_3-4_vCPU_VM,2
SUSE Linux Enterprise Server for HPC Priority,SLES_HPC_Priority_5plus_vCPU_VM,2.6
SUSE Linux Enterprise Server for HPC Standard,SLES_HPC_Standard_1-2_vCPU_VM,1
SUSE Linux Enterprise Server for HPC Standard,SLES_HPC_Standard_3-4_vCPU_VM,1.92308
SUSE Linux Enterprise Server for HPC Standard,SLES_HPC_Standard_5plus_vCPU_VM,2.92308
SUSE Linux Enterprise Server for SAP Standard,SLES_SAP_Priority_1-2_vCPU_VM,1
SUSE Linux Enterprise Server for SAP Standard,SLES_SAP_Priority_3-4_vCPU_VM,2
SUSE Linux Enterprise Server for SAP Standard,SLES_SAP_Priority_5plus_vCPU_VM,2.41176
Virtual Machines HBrsv4-series Linux,Standard_HB176-144rs_v4,1
Virtual Machines HBrsv4-series Linux,Standard_HB176-48rs_v4,1
Virtual Machines HBrsv4-series Linux,Standard_HB176rs_v4,1
Virtual Machines HBrsv4-series Linux,Standard_HB176-96rs_v4,1
Virtual Machines HBrsv4-series Linux,Standard_HB176-24rs_v4,1
Virtual Machines HXrs Linux,Standard_HX176-24rs,1
Virtual Machines HXrs Linux,Standard_HX176-144rs,1
Virtual Machines HXrs Linux,Standard_HX176-48rs,1
Virtual Machines HXrs Linux,Standard_HX176-96rs,1
Virtual Machines HXrs Linux,Standard_HX176rs,1
Virtual Machines NDsr H100 v5-Series Linux,Standard_ND96is_H100_v5,1
Virtual Machines NDsr H100 v5-Series Linux,Standard_ND96isr_H100_v5,1
Virtual Machines Ndsrf H100 V5-Series Linux,Standard_ND96isrf_H100_v5,1
Virtual Machines Ndsrf H100 V5-Series Linux,Standard_ND96isf_H100_v5,1
